,Gene_acc,Gene_id,Plus1,Plus2,Plus3,Minus1,Minus2,Minus3,Desc
2861,2861,Tb927.3.2330,772980.0,809790.0,776740.0,786760.0,777040.0,814650.0,kinetoplastid kinetochore protein 17
2862,2862,Tb927.3.2340,227850.0,238300.0,228990.0,239880.0,239180.0,232030.0,Peroxisome biogenesis protein 2
2863,2863,Tb927.3.2350,278050.0,276630.0,266280.0,338060.0,322110.0,332200.0,"hypothetical protein, conserved"
2864,2864,Tb927.3.2370,23247.0,20564.0,21966.0,13622.0,12930.0,11397.0,"hypothetical protein, conserved"
2865,2865,Tb927.3.2390,201750.0,214640.0,202540.0,207610.0,208230.0,213400.0,"hypothetical protein, conserved"
2866,2866,Tb927.3.2410,63710.0,69186.0,70071.0,69542.0,74903.0,75826.0,Peroxisome biogenesis factor 10
2867,2867,Tb927.3.2420,525750.0,538240.0,523180.0,583300.0,574260.0,588310.0,"Microsomal signal peptidase 12 kDa subunit (SPC12), putative"
2868,2868,Tb927.3.2430,250580.0,253390.0,252200.0,255910.0,246710.0,250990.0,"Alsin, putative"
2869,2869,Tb927.3.2440,1752400.0,1803100.0,1743400.0,1740800.0,1726700.0,1791300.0,AGC essential kinase 1
2870,2870,Tb927.3.2470,1802000.0,1832700.0,1768400.0,1634900.0,1629100.0,1622900.0,Pumilio homology domain family member 8
2871,2871,Tb927.3.2475,455790.0,448620.0,453460.0,439020.0,431670.0,444240.0,hypothetical protein
2872,2872,Tb927.3.2477,51539.0,52491.0,49703.0,57511.0,51059.0,56564.0,hypothetical protein
2873,2873,Tb927.3.2490,3340900.0,3334000.0,3306100.0,3482300.0,3521500.0,3455200.0,"hypothetical protein, conserved"
2874,2874,Tb927.3.2600,9198200.0,9479700.0,9130700.0,9555500.0,9320500.0,9540900.0,"ATP-dependent DEAD/H RNA helicase, putative"
2875,2875,Tb927.3.2630,211050.0,223630.0,219060.0,222500.0,216480.0,228100.0,"hypothetical protein, conserved"
2876,2876,Tb927.3.2650,100330.0,105180.0,96975.0,177230.0,160220.0,170740.0,"cytochrome c oxidase copper chaperone, putative"
2877,2877,Tb927.3.2660,511640.0,531510.0,516350.0,528560.0,537020.0,539860.0,"TatD related DNase, putative"
2878,2878,Tb927.3.2670,1261000.0,1302800.0,1248200.0,1280500.0,1266400.0,1282200.0,"hypothetical protein, conserved"
2879,2879,Tb927.3.2680,949900.0,951570.0,944650.0,911720.0,926390.0,932450.0,"Ubiquitin-like domain containing protein, putative"
2880,2880,Tb927.3.2690,300780.0,311070.0,298590.0,305020.0,304340.0,320620.0,"AGC/RSK family serine/threonine kinase, putative"
2881,2881,Tb927.3.2700,64423.0,64307.0,67825.0,66675.0,67260.0,71847.0,"hypothetical protein, conserved"
2882,2882,Tb927.3.2710,95227.0,109010.0,99955.0,95189.0,91353.0,97719.0,6-phosphofructo-2-kinase 2
2883,2883,Tb927.3.2750,1539200.0,1589600.0,1555100.0,1504700.0,1525900.0,1536500.0,"hypothetical protein, conserved"
2884,2884,Tb927.3.2770,190660.0,198070.0,184690.0,204550.0,199080.0,210090.0,Mitochondrial processome subunit 3
2885,2885,Tb927.3.2780,148170.0,161550.0,154890.0,161430.0,153350.0,164720.0,"hypothetical protein, conserved"
2886,2886,Tb927.3.2810,457630.0,490790.0,478580.0,473400.0,461230.0,493460.0,"hypothetical protein, conserved"
2887,2887,Tb927.3.2820,27869.0,31850.0,33178.0,29997.0,23890.0,27492.0,"TFIIF-stimulated CTD phosphatase, putative"
2888,2888,Tb927.3.2830,889540.0,914410.0,873230.0,833530.0,846590.0,842760.0,"brix domain containing protein, putative"
2889,2889,Tb927.3.2840,380410.0,387140.0,380770.0,391270.0,400280.0,401280.0,"inorganic pyrophosphatase, putative"
2890,2890,Tb927.3.2850,49632.0,46054.0,49593.0,49121.0,48192.0,46343.0,"Got1/Sft2-like family, putative"
2891,2891,Tb927.3.2860,106470.0,118810.0,119720.0,117760.0,114660.0,120100.0,"hypothetical protein, conserved"
2892,2892,Tb927.3.2870,110570.0,117530.0,110280.0,108020.0,106120.0,112550.0,"multicopper oxidase, putative"
2893,2893,Tb927.3.2880,292030.0,297380.0,281990.0,348310.0,326230.0,338600.0,"Mitochondrial ATP synthase subunit, putative"
2894,2894,Tb927.3.2890,831150.0,888740.0,822000.0,886430.0,835610.0,883170.0,"radial spoke protein RSP10, putative"
2895,2895,Tb927.3.2900,2532200.0,2496000.0,2520100.0,2481600.0,2573000.0,2411700.0,eukaryotic translation initiation factor 2 subunit alpha
2896,2896,Tb927.3.2950,1186500.0,1189100.0,1184000.0,1277500.0,1278600.0,1220000.0,ribonuclease inhibitor- like protein
2897,2897,Tb927.3.2960,1210800.0,1227000.0,1189000.0,1393100.0,1380400.0,1391200.0,inosine-adenosine-guanosine-nucleosidehydrolase
2898,2898,Tb927.3.2980,339350.0,353440.0,343550.0,359110.0,354480.0,347840.0,mitochondrial carrier protein
2899,2899,Tb927.3.3000,1985600.0,2006800.0,1983500.0,1965200.0,2019200.0,1965700.0,Putative intraflagellar transport protein C3
2900,2900,Tb927.3.3020,101770.0,93354.0,99120.0,102620.0,103720.0,98559.0,"actin-like protein, putative"
2901,2901,Tb927.3.3030,1190600.0,1191100.0,1191100.0,1138200.0,1151100.0,1121400.0,"phosphatidylcholine transfer protein, putative"
2902,2902,Tb927.3.3040,362920.0,363480.0,358890.0,363810.0,380980.0,374430.0,"Right handed beta helix region, putative"
2903,2903,Tb927.3.3050,113100.0,117760.0,109000.0,121230.0,122550.0,126720.0,kinetoplast ribosomal PPR-repeat containing protein 20
2904,2904,Tb927.3.3060,215760.0,234080.0,224770.0,237230.0,232060.0,250350.0,"hypothetical protein, conserved"
2905,2905,Tb927.3.3070,60174.0,59101.0,63293.0,60873.0,63446.0,59090.0,"3, 5-cyclic nucleotide phosphodiesterase, putative"
2906,2906,Tb927.3.3080,200940.0,195390.0,196210.0,191210.0,182520.0,188820.0,"Serine/threonine-protein kinase NEK6, putative"
2907,2907,Tb927.3.3090,25103.0,27650.0,25445.0,27838.0,27212.0,28223.0,"helicase, putative"
2908,2908,Tb927.3.3100,854100.0,924330.0,845030.0,1011700.0,916850.0,1015000.0,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative"
2909,2909,Tb927.3.3110,909340.0,952470.0,916210.0,907240.0,861860.0,917140.0,"Condensin complex subunit 3, putative"
2910,2910,Tb927.3.3120,202100.0,209570.0,202020.0,199910.0,197360.0,200010.0,"hypothetical protein, conserved"
2911,2911,Tb927.3.3130,3327900.0,3345600.0,3269700.0,3360400.0,3427600.0,3400000.0,Present in the outer mitochondrial membrane proteome 24
2912,2912,Tb927.3.3140,88819.0,87988.0,80301.0,88652.0,81238.0,78880.0,"hypothetical protein, conserved"
2913,2913,Tb927.3.3150,333150.0,344700.0,330780.0,328100.0,319380.0,335140.0,"hypothetical protein, conserved"
2914,2914,Tb927.3.3160,222990.0,235000.0,220850.0,241420.0,245530.0,254700.0,Nuclear poly(A) polymerase 1
2915,2915,Tb927.3.3170,1353900.0,1381800.0,1329400.0,1374500.0,1379300.0,1411200.0,SUMO-interacting motif-containing protein
2916,2916,Tb927.3.3180,845660.0,891540.0,831130.0,888860.0,859110.0,909930.0,Nucleoporin NUP98
2917,2917,Tb927.3.3190,2105000.0,2135200.0,2003100.0,2289400.0,2228700.0,2231000.0,"Serine/threonine-protein kinase NEK7, putative"
2918,2918,Tb927.3.3200,571970.0,585910.0,581130.0,551830.0,551970.0,570930.0,"Domain of unknown function (DUF4586), putative"
2919,2919,Tb927.3.3220,1572800.0,1586600.0,1575500.0,1619900.0,1609900.0,1626300.0,"RNA polymerase-associated protein CTR9, putative"
2920,2920,Tb927.3.3230,1138000.0,1137500.0,1126300.0,1143600.0,1149000.0,1162300.0,"NOL1/NOP2/sun family, putative"
2921,2921,Tb927.3.3250,104790.0,100110.0,104320.0,113600.0,106440.0,111610.0,"hypothetical protein, conserved"
2922,2922,Tb927.3.3270,5360300.0,5261200.0,5211000.0,5572900.0,5694600.0,5431000.0,"ATP-dependent 6-phosphofructokinase, glycosomal"
2923,2923,Tb927.3.3280,803180.0,821670.0,793890.0,799500.0,807260.0,788460.0,"vacuolar protein sorting-associated protein 4, putative"
2924,2924,Tb927.3.3290,310970.0,327920.0,316060.0,342690.0,325100.0,333960.0,"protein kinase, putative"
2925,2925,Tb927.3.3300,1051900.0,1077000.0,1014400.0,1070500.0,1064900.0,1056000.0,Flagellum attachment zone protein 19
2926,2926,Tb927.3.3320,4358800.0,4406000.0,4240900.0,4321200.0,4201500.0,4307600.0,"60S ribosomal protein L13, putative"
2927,2927,Tb927.3.3330,1140500.0,1162300.0,1122000.0,1294900.0,1265700.0,1239700.0,"heat shock protein 20, putative"
2928,2928,Tb927.3.3340,595460.0,610220.0,604000.0,605790.0,631910.0,620980.0,"3, 5-cyclic nucleotide phosphodiesterase, putative"
2929,2929,Tb927.3.3350,115290.0,121660.0,121840.0,117350.0,120560.0,124920.0,"hypothetical protein, conserved"
2930,2930,Tb927.3.3360,363110.0,369190.0,349260.0,392820.0,386550.0,378810.0,"acyltransferase, putative"
2931,2931,Tb927.3.3370,754040.0,779320.0,750410.0,816650.0,818060.0,808380.0,"hypothetical protein, conserved"
2932,2932,Tb927.3.3390,1033600.0,1079400.0,1034500.0,1013400.0,1034000.0,1011300.0,"kinesin, putative"
2933,2933,Tb927.3.3400,124480.0,126050.0,128640.0,119520.0,124900.0,126720.0,"kinesin, putative"
2934,2934,Tb927.3.3410,1871200.0,1817600.0,1857300.0,1852700.0,1871100.0,1832400.0,"aspartyl aminopeptidase, putative"
2935,2935,Tb927.3.3440,415990.0,429180.0,415040.0,392830.0,403600.0,415960.0,"phytanoyl-CoA dioxygenase (PhyH), putative"
2936,2936,Tb927.3.3450,2641500.0,2847000.0,2531000.0,3219100.0,2893100.0,3202900.0,"ADP-ribosylation factor-like protein 3, putative"
2937,2937,Tb927.3.3460,2234100.0,2118100.0,2187900.0,2305000.0,2470300.0,2229300.0,"succinate dehydrogenase flavoprotein subunit, putative"
2938,2938,Tb927.3.3480,72053.0,74531.0,69439.0,70441.0,68828.0,74146.0,"U2 small nuclear ribonucleoprotein B, putative"
2939,2939,Tb927.3.3490,4005200.0,3969100.0,3890200.0,3799700.0,3848500.0,3743500.0,High mobility group protein TDP1
2940,2940,Tb927.3.3500,134370.0,136010.0,135180.0,135830.0,145490.0,138460.0,"hypothetical protein, conserved"
2941,2941,Tb927.3.3510,367690.0,386090.0,367230.0,376140.0,368150.0,383080.0,"hypothetical protein, conserved"
2942,2942,Tb927.3.3520,299450.0,306980.0,297730.0,299220.0,297820.0,293560.0,Present in the outer mitochondrial membrane proteome 25
2943,2943,Tb927.3.3540,477650.0,502840.0,474400.0,512940.0,473340.0,521500.0,Nucleoporin NUP53b
2944,2944,Tb927.3.3550,341200.0,346350.0,337880.0,352170.0,356750.0,349260.0,"hypothetical protein, conserved"
2945,2945,Tb927.3.3560,2687800.0,2789300.0,2671900.0,2778400.0,2736600.0,2787800.0,"U-box domain containing protein, putative"
2946,2946,Tb927.3.3570,232730.0,235980.0,231210.0,214580.0,214040.0,218080.0,"hypothetical protein, conserved"
2947,2947,Tb927.3.3580,4721000.0,4708700.0,4674000.0,4773500.0,4854000.0,4736300.0,"heat shock protein 90, putative"
2948,2948,Tb927.3.3590,1779400.0,1802200.0,1751500.0,1757500.0,1755300.0,1794400.0,"U3 small nucleolar ribonucleoprotein protein MPP10, putative"
2949,2949,Tb927.3.3610,871830.0,905800.0,862830.0,1069800.0,1039100.0,1073600.0,"peroxisomal targeting signal 2 receptor, putative"
2950,2950,Tb927.3.3630,466840.0,482270.0,469840.0,497810.0,508700.0,531200.0,"Elongation factor Ts, mitochondrial, putative"
2951,2951,Tb927.3.3640,169020.0,169230.0,165690.0,176040.0,177130.0,179910.0,bardet-biedl syndrome 7 protein
2952,2952,Tb927.3.3650,185050.0,192490.0,179050.0,190030.0,178750.0,183350.0,"hypothetical protein, conserved"
2953,2953,Tb927.3.3660,298340.0,319530.0,302310.0,293530.0,288470.0,315420.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
2954,2954,Tb927.3.3670,1726400.0,1733200.0,1704300.0,1630100.0,1632600.0,1623200.0,Triple RNA binding domain protein 3
2955,2955,Tb927.3.3680,136590.0,139900.0,129000.0,137060.0,127680.0,135580.0,"hypothetical protein, conserved"
2956,2956,Tb927.3.3690,1438600.0,1466400.0,1427200.0,1427600.0,1406900.0,1442100.0,"flagellar radial spoke protein-like, putative"
2957,2957,Tb927.3.3710,130450.0,131670.0,136130.0,134760.0,134010.0,140390.0,"Scavenger mRNA decapping enzyme C-term binding, putative"
2958,2958,Tb927.3.3740,617340.0,632250.0,613770.0,697490.0,693160.0,704230.0,"Zinc-finger double-stranded RNA-binding, putative"
2959,2959,Tb927.3.3750,661630.0,710940.0,672940.0,737930.0,713030.0,746890.0,"paraflagellar rod component, putative"
2960,2960,Tb927.3.3780,3178700.0,3306500.0,3259000.0,3503800.0,3523700.0,3548800.0,"tryparedoxin 1a, putative"
2961,2961,Tb927.3.3790,1632000.0,1729800.0,1615800.0,1801700.0,1770200.0,1806800.0,"hypothetical protein, conserved"
2962,2962,Tb927.3.3800,194470.0,203230.0,195230.0,187150.0,186140.0,197420.0,"hypothetical protein, conserved"
2963,2963,Tb927.3.3820,706790.0,693270.0,704600.0,827420.0,844880.0,796030.0,"hypothetical protein, conserved"
2964,2964,Tb927.3.3830,351610.0,349470.0,340400.0,346880.0,343760.0,361770.0,"hypothetical protein, conserved"
2965,2965,Tb927.3.3840,218780.0,218970.0,205780.0,195180.0,191700.0,196320.0,"Family of unknown function (DUF572), putative"
2966,2966,Tb927.3.3850,587580.0,589310.0,590260.0,552740.0,564060.0,554840.0,COPII coat assembly protein sec16
2967,2967,Tb927.3.3880,199650.0,215020.0,200390.0,205850.0,194990.0,210010.0,"hypothetical protein, conserved"
2968,2968,Tb927.3.3890,480270.0,514390.0,476350.0,502850.0,483600.0,517800.0,"hypothetical protein, conserved"
2969,2969,Tb927.3.3900,2238400.0,2321500.0,2222000.0,2402500.0,2334000.0,2396300.0,"carnitine O-palmitoyltransferase II, putative"
2970,2970,Tb927.3.3910,125030.0,132540.0,123460.0,111830.0,107500.0,112950.0,DNA-directed RNA polymerase III subunit RPC6
2971,2971,Tb927.3.3940,227190.0,222510.0,220270.0,232580.0,237570.0,235390.0,"RNA-binding protein, putative"
2972,2972,Tb927.3.3950,868030.0,926140.0,848100.0,849100.0,869620.0,863900.0,"hypothetical protein, conserved"
2973,2973,Tb927.3.3970,549060.0,577710.0,547290.0,579120.0,561380.0,575040.0,"Cell growth-regulating nucleolar protein, putative"
2974,2974,Tb927.3.4000,212400.0,247610.0,217110.0,223910.0,190280.0,232480.0,"clathrin coat assembly protein ap19, putative"
2975,2975,Tb927.3.4020,628970.0,647460.0,637320.0,605670.0,621610.0,610050.0,"phosphatidylinositol 4-kinase alpha, putative"
2976,2976,Tb927.3.4030,1511200.0,1562900.0,1508100.0,1557000.0,1541000.0,1590900.0,"hypothetical protein, conserved"
2977,2977,Tb927.3.4040,1455700.0,1506200.0,1443400.0,1420800.0,1423100.0,1464100.0,"Ankyrin repeats (3 copies), putative"
2978,2978,Tb927.3.4060,280730.0,292760.0,277410.0,282980.0,274880.0,291760.0,asparagine synthetase domain-containing protein 1
2979,2979,Tb927.3.4100,891770.0,953750.0,895980.0,1064100.0,995010.0,1074600.0,"Pyruvate transporter, putative"
2980,2980,Tb927.3.4120,196690.0,199790.0,198380.0,233600.0,235060.0,239410.0,"hypothetical protein, conserved"
2981,2981,Tb927.3.4130,120190.0,113590.0,104960.0,92356.0,88608.0,92967.0,"hypothetical protein, conserved"
2982,2982,Tb927.3.4140,256410.0,260860.0,250640.0,254420.0,246370.0,254930.0,"hypothetical protein, conserved"
2983,2983,Tb927.3.4150,55608.0,59157.0,54961.0,56701.0,54665.0,61154.0,"hypothetical protein, conserved"
2984,2984,Tb927.3.4160,1053500.0,1061900.0,1030600.0,1042600.0,1029400.0,1038300.0,"XPC-binding domain/UBA/TS-N domain containing protein, putative"
2985,2985,Tb927.3.4170,129400.0,133240.0,131240.0,143250.0,151700.0,151300.0,CRK9-associated protein
2986,2986,Tb927.3.4190,1107300.0,1128300.0,1086000.0,1161200.0,1172000.0,1157500.0,"endosomal integral membrane protein, putative"
2987,2987,Tb927.3.4200,37345.0,37992.0,39509.0,30726.0,30116.0,32260.0,"Integral membrane protein S linking to the trans Golgi network, putative"
2988,2988,Tb927.3.4210,462650.0,477500.0,461180.0,462640.0,457860.0,475110.0,"hypothetical protein, conserved"
2989,2989,Tb927.3.4230,252970.0,273930.0,255020.0,266540.0,260060.0,275790.0,"serine peptidase, clan SB, family S8-like protein"
2990,2990,Tb927.3.4240,249490.0,249720.0,243710.0,257150.0,259260.0,266980.0,"thioredoxin, putative"
2991,2991,Tb927.3.4250,371540.0,375940.0,358660.0,426310.0,412160.0,421300.0,"hypothetical protein, conserved"
2992,2992,Tb927.3.4260,621730.0,633290.0,630510.0,648880.0,696460.0,650670.0,Acetyl-CoA hydrolase
2993,2993,Tb927.3.4270,1330900.0,1331600.0,1345200.0,1318000.0,1344800.0,1328000.0,"hypothetical protein, conserved"
2994,2994,Tb927.3.4330,10174000.0,10430000.0,10290000.0,10456000.0,10344000.0,10565000.0,Paraflagellar rod protein 1-5
2995,2995,Tb927.3.4340,356960.0,339580.0,348820.0,305410.0,329780.0,302370.0,"diphthamide synthesis protein, putative"
2996,2996,Tb927.3.4360,1610700.0,1535400.0,1595200.0,1441800.0,1545900.0,1380100.0,"40S ribosomal protein S15A, putative"
2997,2997,Tb927.3.4380,701720.0,704860.0,693970.0,709380.0,702900.0,704170.0,"sorting assembly machinery 50 kDa subunit, putative"
2998,2998,Tb927.3.4390,1012500.0,1031900.0,1008400.0,1084600.0,1079400.0,1068700.0,dihydrolipoamide dehydrogenase
2999,2999,Tb927.3.4400,233690.0,239680.0,225500.0,228240.0,226850.0,227640.0,"basal body component, putative"
3000,3000,Tb927.3.4410,303200.0,319630.0,296580.0,280220.0,287160.0,301130.0,"pre-RNA processing PIH1/Nop17, putative"
3001,3001,Tb927.3.4420,460510.0,482240.0,477360.0,463590.0,458310.0,471990.0,"hypothetical protein, conserved"
3002,3002,Tb927.3.4440,117420.0,118000.0,120600.0,112340.0,98303.0,111680.0,"hypothetical protein, conserved"
3003,3003,Tb927.3.4450,121060.0,124150.0,120440.0,122380.0,121360.0,121340.0,"hypothetical protein, conserved"
3004,3004,Tb927.3.4490,277180.0,295830.0,293930.0,290440.0,286320.0,293810.0,"protein farnesyltransferase alpha subunit, putative"
3005,3005,Tb927.3.4500,5615600.0,5654900.0,5536600.0,8002500.0,7855000.0,7824600.0,"Fumarate hydratase class I, cytosolic"
3006,3006,Tb927.3.4510,63130.0,67001.0,69468.0,64734.0,61387.0,64194.0,"hypothetical protein, conserved"
3007,3007,Tb927.3.4540,53047.0,54522.0,49310.0,51322.0,51087.0,56924.0,"NOL1/NOP2/sun family, putative"
3008,3008,Tb927.3.4550,353230.0,371280.0,358640.0,307670.0,316760.0,312580.0,kinetoplast ribosomal PPR-repeat containing protein 6
3009,3009,Tb927.3.4560,531660.0,544920.0,510670.0,530300.0,527360.0,530600.0,"5-AMP-activated protein kinase catalytic subunit alpha, putative"
3010,3010,Tb927.3.4580,300210.0,331200.0,308860.0,311760.0,304830.0,317180.0,"hypothetical protein, conserved"
3011,3011,Tb927.3.4590,561420.0,575520.0,551850.0,572180.0,556570.0,585190.0,"hypothetical protein, conserved"
3012,3012,Tb927.3.4600,1974200.0,2016200.0,1962900.0,1980800.0,1966000.0,2010200.0,"hypothetical protein, conserved"
3013,3013,Tb927.3.4620,481130.0,486060.0,471460.0,449470.0,451660.0,455150.0,"AAA domain containing protein, putative"
3014,3014,Tb927.3.4630,1793700.0,1845600.0,1774100.0,2045900.0,2045000.0,2051100.0,"UDP-glucose:glycoprotein glucosyltransferase, putative"
3015,3015,Tb927.3.4640,326610.0,350570.0,324930.0,323650.0,310580.0,323850.0,"VIT family, putative"
3016,3016,Tb927.3.4650,447020.0,416610.0,427690.0,431280.0,464150.0,451140.0,"C-8 sterol isomerase, putative"
3017,3017,Tb927.3.4660,455340.0,482220.0,460400.0,451320.0,443750.0,472890.0,"WD domain, G-beta repeat, putative"
3018,3018,Tb927.3.4680,2829400.0,2939700.0,2739800.0,2978200.0,2887900.0,2907800.0,"RAB GDP dissociation inhibitor alpha, putative"
3019,3019,Tb927.3.4690,51746.0,48122.0,49783.0,48321.0,51241.0,51427.0,"DTW domain containing protein, putative"
3020,3020,Tb927.3.4700,161650.0,172030.0,155050.0,207240.0,194550.0,198160.0,"Domain of unknown function (DUF4379), putative"
3021,3021,Tb927.3.4710,727960.0,723580.0,711360.0,686130.0,687740.0,707190.0,Flagellum attachment zone protein 23
3022,3022,Tb927.3.4720,372790.0,431180.0,377380.0,436680.0,397010.0,443100.0,dynamin-1-like protein
3023,3023,Tb927.3.4760,5600300.0,5665700.0,5396800.0,5657700.0,5658200.0,5563300.0,dynamin-1-like protein
3024,3024,Tb927.3.4770,446790.0,451870.0,423570.0,469820.0,457270.0,467260.0,leucine-rich repeat-containing protein
3025,3025,Tb927.3.4780,289440.0,273320.0,277840.0,264690.0,274060.0,259340.0,"NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus, putative"
3026,3026,Tb927.3.4790,3099200.0,3225000.0,3044400.0,3477300.0,3468500.0,3458900.0,"Aminopeptidase M1, putative"
3027,3027,Tb927.3.4800,182480.0,184300.0,171950.0,168990.0,170020.0,168650.0,"hypothetical protein, conserved"
3028,3028,Tb927.3.4810,67530.0,73722.0,69984.0,70530.0,66314.0,66792.0,dna replication complex gins protein sld5
3029,3029,Tb927.3.4820,426580.0,462350.0,428040.0,453750.0,431900.0,474890.0,"acyltransferase, putative"
3030,3030,Tb927.3.4840,2097900.0,2043300.0,2041000.0,2149700.0,2188500.0,2114500.0,"ubiquitin carboxyl-terminal hydrolase, putative"
3031,3031,Tb927.3.4850,1449400.0,1527700.0,1407800.0,1638500.0,1567400.0,1633400.0,"enoyl-CoA hydratase, mitochondrial precursor, putative"
3032,3032,Tb927.3.4860,161740.0,164560.0,159350.0,147520.0,142650.0,149470.0,mitogen-activated protein kinase kinase 1
3033,3033,Tb927.3.4870,185420.0,185290.0,176490.0,175840.0,174980.0,178350.0,"hypothetical protein, conserved"
3034,3034,Tb927.3.4880,672580.0,697280.0,653500.0,701570.0,667890.0,710340.0,"nucleosome assembly protein (NAP), putative"
3035,3035,Tb927.3.4890,220430.0,225680.0,227660.0,224470.0,225610.0,223740.0,"ubiquinone biosynthesis protein COQ7 homolog, putative"
3036,3036,Tb927.3.4900,122320.0,123840.0,126060.0,123970.0,121390.0,121310.0,"tRNA isopentenyltransferase, putative"
3037,3037,Tb927.3.4910,516590.0,545510.0,537180.0,567570.0,566130.0,569720.0,"signal peptide peptidase, putative"
3038,3038,Tb927.3.4920,1769700.0,1704500.0,1717400.0,1768900.0,1833300.0,1739100.0,"LETM1 and EF-hand domain-containing protein 1, putative"
3039,3039,Tb927.3.4940,1012600.0,1048600.0,996220.0,1079400.0,1072000.0,1085300.0,"5-histidylcysteine sulfoxide synthase, putative"
3040,3040,Tb927.3.4950,761470.0,772520.0,752960.0,774390.0,757420.0,783420.0,"hypothetical protein, conserved"
3041,3041,Tb927.3.4960,359440.0,337490.0,343280.0,339900.0,351860.0,321400.0,"kinesin, putative"
3042,3042,Tb927.3.4970,1318100.0,1412200.0,1290400.0,1330700.0,1311000.0,1354300.0,"hypothetical protein, conserved"
3043,3043,Tb927.3.4980,735400.0,734570.0,730980.0,773620.0,778840.0,778130.0,"hypothetical protein, conserved, frameshift"
3044,3044,Tb927.3.4990,877090.0,893470.0,894760.0,928640.0,926330.0,927730.0,"oxidoreductase, putative"
3045,3045,Tb927.3.5000,70428.0,67807.0,66466.0,72238.0,67946.0,70895.0,"hypothetical protein, conserved"
3046,3046,Tb927.3.5010,846370.0,862990.0,838400.0,803630.0,813470.0,809190.0,"hypothetical protein, conserved"
3047,3047,Tb927.3.5020,2013200.0,2017600.0,1995900.0,1983900.0,2002600.0,2051200.0,Flagellar Member 6
3048,3048,Tb927.3.5030,358090.0,378410.0,343340.0,361430.0,353840.0,360960.0,KU70 protein
3049,3049,Tb927.3.5040,534400.0,539390.0,529890.0,504490.0,514890.0,533760.0,"hypothetical protein, conserved"
3050,3050,Tb927.3.5050,6854000.0,7054400.0,6861700.0,6597800.0,6576200.0,6618200.0,60S ribosomal protein L4
3051,3051,Tb927.3.5060,1571100.0,1618200.0,1495500.0,1793500.0,1722200.0,1778300.0,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative"
3052,3052,Tb927.3.5070,519040.0,543480.0,513700.0,559630.0,516370.0,560480.0,"hypothetical protein, conserved"
3053,3053,Tb927.3.5090,905410.0,982130.0,906340.0,1019900.0,986920.0,1033100.0,"tryparedoxin 2, putative"
3054,3054,Tb927.3.5100,256790.0,267080.0,257410.0,269190.0,276720.0,270410.0,tfiih basal transcription factor complex helicase xpb subunit
3055,3055,Tb927.3.5120,151070.0,157660.0,163730.0,140260.0,145930.0,154820.0,"Ankyrin repeats (3 copies), putative"
3056,3056,Tb927.3.5130,578580.0,592730.0,585800.0,548310.0,584130.0,568670.0,"exonuclease, putative"
3057,3057,Tb927.3.5150,311120.0,315510.0,311900.0,297200.0,300630.0,295530.0,"exonuclease, putative"
3058,3058,Tb927.3.5160,262880.0,277760.0,277270.0,244930.0,248700.0,251440.0,Basal body protein
3059,3059,Tb927.3.5180,1457000.0,1560400.0,1454300.0,1631500.0,1531900.0,1644400.0,ADF/Cofilin
3060,3060,Tb927.3.5190,265710.0,271330.0,261150.0,284690.0,276730.0,284430.0,"hypothetical protein, conserved"
3061,3061,Tb927.3.5220,92761.0,94877.0,92173.0,100420.0,104070.0,100980.0,"hypothetical protein, conserved"
3062,3062,Tb927.3.5240,1035600.0,1067500.0,1039600.0,977490.0,989890.0,982900.0,kinetoplast ribosomal PPR-repeat containing protein 8
3063,3063,Tb927.3.5250,404190.0,410750.0,406000.0,435990.0,417830.0,426440.0,Zinc finger CCCH domain-containing protein 8
3064,3064,Tb927.3.5270,132690.0,147560.0,143610.0,150180.0,143820.0,154800.0,"DNA-directed RNA polymerases II subunit, putative"
3065,3065,Tb927.3.5280,124950.0,130010.0,128650.0,116500.0,122590.0,121070.0,"spliceosome-associated protein 49, putative"
3066,3066,Tb927.3.5290,105030.0,104860.0,108080.0,99961.0,96827.0,103040.0,"hypothetical protein, conserved"
3067,3067,Tb927.3.5300,27046.0,30659.0,28030.0,29573.0,29452.0,28596.0,"hypothetical protein, conserved"
3068,3068,Tb927.3.5310,2032900.0,1942100.0,1959100.0,1966400.0,2055900.0,1938400.0,paraflagellar rod protein
3069,3069,Tb927.3.5320,646100.0,643490.0,633760.0,693780.0,683560.0,693210.0,UBX domain-containing protein
3070,3070,Tb927.3.5330,414650.0,426300.0,406760.0,427390.0,403210.0,435510.0,centaurin beta 5
3071,3071,Tb927.3.5340,2267200.0,2319100.0,2161300.0,2419400.0,2360000.0,2394500.0,"Hsc70-interacting protein (Hip), putative"
3072,3072,Tb927.3.5350,161740.0,169470.0,162800.0,158370.0,165330.0,159210.0,"hypothetical protein, conserved"
3073,3073,Tb927.3.5360,524890.0,534430.0,502300.0,511650.0,508390.0,514690.0,"FHA domain containing protein, putative"
3074,3074,Tb927.3.5370,1809600.0,1805000.0,1751500.0,1962600.0,1900300.0,1895100.0,"hypothetical protein, conserved"
3075,3075,Tb927.3.5380,23809.0,28158.0,25594.0,25272.0,23552.0,25687.0,"Tubulin-tyrosine ligase family, putative"
