Gene_acc,Gene_id,DM1,DM2,DM3,Plus1,Plus2,Plus3,Desc
2228,Tb927.11.5480,166600.0,176890.0,180090.0,170250.0,180000.0,168850.0,"phosphotransferase, putative"
2229,Tb927.11.5490,122420.0,123880.0,129200.0,112030.0,120480.0,116710.0,"Polyphosphoinositide phosphatase, putative"
2230,Tb927.11.550,3129300.0,3355900.0,3347600.0,3197500.0,3194800.0,3142000.0,"Suppressor of clathrin deficiency 6, putative"
2231,Tb927.11.5500,2051800.0,2236500.0,2231300.0,2144000.0,2134600.0,2116900.0,"Mitochondrial SSU ribosomal protein, putative"
2232,Tb927.11.5510,1043400.0,1104000.0,1093900.0,808800.0,815990.0,809690.0,"dynein light chain p28, axonemal, putative"
2233,Tb927.11.5520,3774100.0,4232300.0,4095100.0,4029100.0,3838600.0,3972500.0,triosephosphate isomerase
2234,Tb927.11.5530,91337.0,104740.0,96140.0,87889.0,92302.0,87088.0,"LSU ribosomal protein, mitochondrial, putative"
2235,Tb927.11.5550,558600.0,575160.0,592760.0,575560.0,590670.0,569000.0,DNA polymerase theta
2236,Tb927.11.5560,268070.0,294980.0,302180.0,280040.0,291040.0,277470.0,"hypothetical protein, conserved"
2237,Tb927.11.5570,169340.0,175170.0,197180.0,182980.0,185570.0,176540.0,DNA replication licensing factor MCM5
2238,Tb927.11.5590,159100.0,169350.0,169540.0,147910.0,152870.0,150140.0,Anaphase-promoting complex-associated protein AP1
2239,Tb927.11.560,281510.0,301510.0,301860.0,286480.0,294050.0,293730.0,"hypothetical protein, conserved"
2240,Tb927.11.5600,647110.0,678340.0,712950.0,585950.0,587010.0,577530.0,Archaic Translocase of outer membrane 14 kDa subunit
2241,Tb927.11.5610,16767.0,15755.0,20163.0,18710.0,18966.0,19836.0,"Rab-GTPase-TBC domain containing protein, putative"
2242,Tb927.11.5630,235150.0,247980.0,258620.0,232070.0,252670.0,241220.0,"hypothetical protein, conserved"
2243,Tb927.11.5640,230220.0,248450.0,281130.0,255330.0,255800.0,250000.0,"hypothetical protein, conserved"
2244,Tb927.11.5650,889960.0,949980.0,991090.0,946910.0,985420.0,938930.0,"replication factor C, subunit 1, putative"
2245,Tb927.11.5680,813650.0,837630.0,895920.0,655320.0,686030.0,650030.0,"dynein light chain 1, axonemal"
2246,Tb927.11.5690,374580.0,416410.0,425350.0,388710.0,404650.0,409530.0,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative"
2247,Tb927.11.570,164650.0,170720.0,179750.0,167070.0,162000.0,160200.0,"DnaJ domain containing protein, putative"
2248,Tb927.11.5700,705920.0,742230.0,779250.0,711890.0,749980.0,724030.0,"hypothetical protein, conserved"
2249,Tb927.11.5710,112660.0,116670.0,126390.0,113340.0,115870.0,112010.0,"chaperone protein DnaJ, putative"
2250,Tb927.11.5730,114670.0,124800.0,130930.0,117480.0,123480.0,120220.0,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"
2251,Tb927.11.5740,171120.0,185900.0,192560.0,193790.0,201120.0,200130.0,formin-like protein
2252,Tb927.11.5750,456810.0,478920.0,495040.0,407480.0,417780.0,414840.0,SUMO-interacting motif-containing protein
2253,Tb927.11.5760,323760.0,345280.0,345250.0,301690.0,320610.0,309580.0,"hypothetical protein, conserved"
2254,Tb927.11.5770,238110.0,252230.0,257200.0,229070.0,235820.0,220410.0,"hypothetical protein, conserved"
2255,Tb927.11.5780,1178900.0,1247600.0,1280400.0,1226500.0,1259500.0,1225000.0,"DNA-directed RNA polymerase, mitochondrial"
2256,Tb927.11.580,257790.0,278390.0,279250.0,275340.0,290980.0,277930.0,"lipid-like atypical dual specificity phosphatase, putative"
2257,Tb927.11.5800,254830.0,263510.0,279230.0,243450.0,261140.0,247410.0,"hypothetical protein, conserved"
2258,Tb927.11.5810,149830.0,157630.0,160100.0,151480.0,144620.0,141440.0,"Surfeit locus protein 6, putative"
2259,Tb927.11.5830,31613.0,33251.0,37669.0,31412.0,37260.0,34323.0,"YL1 nuclear protein, putative"
2260,Tb927.11.5840,442440.0,475580.0,483360.0,404650.0,412580.0,399260.0,"Protein translation factor SUI1 homolog, putative"
2261,Tb927.11.5850,1694700.0,1816500.0,1845600.0,1834000.0,1812100.0,1825300.0,"RNA-binding protein 38, putative"
2262,Tb927.11.5860,192620.0,197030.0,206440.0,181610.0,183270.0,183790.0,"AGC/RSK family serine/threonine kinase, putative"
2263,Tb927.11.5870,113720.0,127170.0,121520.0,107910.0,103640.0,113210.0,"hypothetical protein, conserved"
2264,Tb927.11.5880,322870.0,339720.0,355520.0,295780.0,304360.0,296580.0,Mitoribosomal LSU assembly factor 23
2265,Tb927.11.5890,346450.0,382740.0,385400.0,329940.0,344760.0,353980.0,"Domain of unknown function (DUF4505), putative"
2266,Tb927.11.590,155080.0,162070.0,177950.0,119770.0,121730.0,128810.0,"hypothetical protein, conserved"
2267,Tb927.11.5900,209860.0,220070.0,240430.0,165740.0,180820.0,170550.0,"hypothetical protein, conserved"
2268,Tb927.11.5910,90820.0,94673.0,104020.0,94240.0,100840.0,99611.0,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
2269,Tb927.11.5940,223980.0,216890.0,241570.0,217520.0,232040.0,226400.0,"receptor-type adenylate cyclase GRESAG 4, putative"
2270,Tb927.11.5960,390550.0,402690.0,418350.0,353220.0,358070.0,327570.0,"hypothetical protein, conserved"
2271,Tb927.11.5970,1179900.0,1226300.0,1283600.0,1091600.0,1135200.0,1068400.0,phosphoinositide-specific phospholipase C
2272,Tb927.11.5990,625390.0,650100.0,686010.0,671500.0,672160.0,653630.0,Mitoribosomal LSU assembly factor 4
2273,Tb927.11.600,310540.0,313870.0,339200.0,167440.0,181000.0,199040.0,"Mitochondrial ATP synthase subunit, putative"
2274,Tb927.11.6000,1035400.0,1112000.0,1131600.0,1119000.0,1122400.0,1095400.0,mitochondrial ribosomal protein L4
2275,Tb927.11.6010,171470.0,193100.0,198720.0,184900.0,186550.0,176770.0,"conserved protein, unknown function"
2276,Tb927.11.6030,179980.0,180540.0,187850.0,166750.0,162240.0,165390.0,"ras-like small GTPase, putative"
2277,Tb927.11.6040,876790.0,915690.0,966280.0,828430.0,833600.0,790850.0,"Nodulin-like, putative"
2278,Tb927.11.6050,1500000.0,1582500.0,1656700.0,1364800.0,1415900.0,1393500.0,"Flagellar-associated PapD-like, putative"
2279,Tb927.11.6070,479080.0,501850.0,531030.0,438680.0,478900.0,438540.0,"hypothetical protein, conserved"
2280,Tb927.11.6080,244890.0,264000.0,287930.0,235390.0,241100.0,237070.0,"hypothetical protein, conserved"
2281,Tb927.11.610,685180.0,669470.0,732060.0,595760.0,642860.0,581660.0,"hypothetical protein, conserved"
2282,Tb927.11.6100,147800.0,162330.0,160840.0,143460.0,152510.0,239730.0,"hypothetical protein, conserved"
2283,Tb927.11.6130,1189500.0,1253300.0,1317900.0,1194400.0,1221300.0,1200500.0,SKP1-like protein
2284,Tb927.11.6150,314030.0,327800.0,331440.0,309010.0,329710.0,312640.0,"60Kd inner membrane protein, putative"
2285,Tb927.11.6160,3393700.0,3486500.0,3655200.0,3273800.0,3387700.0,3178800.0,"eukaryotic release factor 3, putative"
2286,Tb927.11.6170,1637200.0,1753200.0,1835200.0,1852300.0,1846300.0,1839000.0,"protein transport protein SEC31, putative"
2287,Tb927.11.6190,30173.0,33516.0,33392.0,28521.0,30994.0,30727.0,"hypothetical protein, conserved"
2288,Tb927.11.620,437150.0,482310.0,480070.0,440150.0,444810.0,449680.0,Regulatory-associated protein of TOR1
2289,Tb927.11.6200,3752600.0,3901200.0,3996900.0,3205800.0,3167300.0,3095700.0,"60S ribosomal protein L28, putative"
2290,Tb927.11.6210,2335800.0,2430200.0,2551300.0,2398600.0,2442900.0,2395500.0,Lanosterol 14-alpha demethylase
2291,Tb927.11.6230,959430.0,1003900.0,999590.0,975030.0,976710.0,943760.0,"protein transport protein SEC61 subunit alpha, putative"
2292,Tb927.11.6250,1757900.0,1875300.0,1890800.0,1623700.0,1610100.0,1597700.0,"Mitochondrial ATP synthase subunit, putative"
2293,Tb927.11.6270,506830.0,553980.0,565450.0,704080.0,722940.0,703650.0,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative"
2294,Tb927.11.6280,14559000.0,15333000.0,15970000.0,15555000.0,15864000.0,15468000.0,pyruvate phosphate dikinase
2295,Tb927.11.6290,130530.0,125510.0,141500.0,135610.0,137890.0,132480.0,"HIT zinc finger, putative"
2296,Tb927.11.630,2573400.0,2734500.0,2824500.0,2460400.0,2547900.0,2485500.0,RNA polymerase I second largest subunit
2297,Tb927.11.6300,2147000.0,2200500.0,2330100.0,1988600.0,2060900.0,1946300.0,"40S ribosomal protein S5, putative"
2298,Tb927.11.6310,91310.0,88106.0,96104.0,101940.0,105760.0,99440.0,"hypothetical protein, conserved"
2299,Tb927.11.6320,448950.0,489620.0,497660.0,448570.0,462720.0,405140.0,MRB1-associated protein
2300,Tb927.11.6330,847250.0,889820.0,918320.0,845020.0,842160.0,819210.0,6-phosphogluconolactonase
2301,Tb927.11.6340,336810.0,357360.0,365460.0,324090.0,332110.0,333050.0,"PUB domain containing protein, putative"
2302,Tb927.11.6350,894220.0,964490.0,990420.0,919540.0,940330.0,923420.0,"AAA ATPase, putative"
2303,Tb927.11.6360,631570.0,689390.0,705340.0,598390.0,609540.0,608290.0,"60S ribosomal protein L24, putative"
2304,Tb927.11.6370,1028300.0,1044500.0,1065400.0,970330.0,1001500.0,952780.0,"leucine-rich repeat protein (LRRP), putative"
2305,Tb927.11.6390,802500.0,894010.0,850350.0,805860.0,770170.0,791710.0,"START domain containing protein, putative"
2306,Tb927.11.640,105190.0,104010.0,105000.0,99908.0,106450.0,102870.0,"Pentatricopeptide repeat protein (PPR), putative"
2307,Tb927.11.6400,441340.0,466210.0,481400.0,433530.0,454380.0,455830.0,"kinesin, putative"
2308,Tb927.11.6410,990080.0,1066800.0,1081700.0,975620.0,963980.0,954790.0,regulator of nonsense transcripts 2
2309,Tb927.11.6420,1733400.0,1837400.0,1875900.0,1592000.0,1650500.0,1602700.0,"hypothetical protein, conserved"
2310,Tb927.11.6430,1599800.0,1655000.0,1723400.0,1483100.0,1529800.0,1459100.0,"hypothetical protein, conserved"
2311,Tb927.11.6440,3026000.0,3155900.0,3279400.0,2867200.0,2929900.0,2775400.0,"hypothetical protein, conserved"
2312,Tb927.11.6460,3631700.0,3850400.0,3986300.0,3425400.0,3449500.0,3348300.0,"hypothetical protein, conserved"
2313,Tb927.11.6470,205650.0,235310.0,218730.0,220200.0,214630.0,216580.0,MICOS complex subunit MIC16
2314,Tb927.11.6490,240370.0,257560.0,276420.0,248810.0,259600.0,248510.0,"hypothetical protein, conserved"
2315,Tb927.11.6510,649350.0,665530.0,699570.0,493420.0,518760.0,474420.0,"40S ribosomal protein S21, putative"
2316,Tb927.11.6530,1170700.0,1234800.0,1251700.0,1024700.0,1060000.0,1040700.0,"hypothetical protein, conserved"
2317,Tb927.11.6540,210140.0,214600.0,231180.0,212020.0,211720.0,203860.0,"hypothetical protein, conserved"
2318,Tb927.11.6560,123270.0,133840.0,139950.0,123130.0,138170.0,125750.0,"Centriole protein POC11, putative"
2319,Tb927.11.6570,963100.0,993550.0,1033100.0,906850.0,921070.0,899100.0,"Nodulin-like, putative"
2320,Tb927.11.6590,6032900.0,6242500.0,6673200.0,6639200.0,6747000.0,6436100.0,"metallo-peptidase, Clan MF, Family M17"
2321,Tb927.11.660,220510.0,238490.0,243200.0,234850.0,236550.0,233610.0,predicted zinc finger protein
2322,Tb927.11.6610,1195200.0,1234000.0,1303500.0,1178500.0,1195300.0,1150700.0,"hypothetical protein, conserved"
2323,Tb927.11.6620,203790.0,222100.0,227010.0,226470.0,231260.0,217540.0,Nucleolar protein 47
2324,Tb927.11.6630,907380.0,954260.0,992490.0,911090.0,953860.0,902330.0,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative"
2325,Tb927.11.6640,338470.0,352420.0,372120.0,318200.0,339850.0,321220.0,"cytochrome b5, putative"
2326,Tb927.11.6660,912470.0,990440.0,1015900.0,962460.0,960540.0,969720.0,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative"
2327,Tb927.11.6670,178190.0,186850.0,195670.0,181930.0,192890.0,174930.0,"hypothetical protein, conserved"
2328,Tb927.11.6680,4060.0,4676.5,5172.2,5249.5,5961.1,4620.3,"amino acid permease/transporter, putative"
2329,Tb927.11.6690,22109.0,28883.0,30663.0,25259.0,27456.0,27076.0,"NEK family Serine/threonine-protein kinase, putative"
2330,Tb927.11.6710,732680.0,804120.0,795010.0,723370.0,706540.0,729700.0,predicted tetratricopeptide repeat (TPR) protein
2331,Tb927.11.6720,2063500.0,2178200.0,2241800.0,2110300.0,2157100.0,2071700.0,"mRNA cap guanine-N7 methyltransferase, putative"
2332,Tb927.11.6740,1662800.0,1763000.0,1830200.0,1681200.0,1755000.0,1705300.0,"pumilio/PUF RNA binding protein 10, putative"
2333,Tb927.11.6770,401550.0,412290.0,447680.0,422300.0,446080.0,413340.0,"hypothetical protein, conserved"
2334,Tb927.11.6780,758240.0,773140.0,821320.0,739910.0,766060.0,755430.0,"regulator of chromatin condensation, putative"
2335,Tb927.11.6790,2258600.0,2420200.0,2382300.0,2272300.0,2252800.0,2230000.0,Nucleolar protein 89
2336,Tb927.11.6810,598480.0,646480.0,681630.0,607140.0,634600.0,596870.0,"tubulin-tyrsoine ligase-like protein, putative"
2337,Tb927.11.6820,326550.0,323840.0,356540.0,313820.0,337930.0,310430.0,"hypothetical protein, conserved"
2338,Tb927.11.6830,1346300.0,1407600.0,1500700.0,1366100.0,1426000.0,1362400.0,"Domain of unknown function(DUF2779), putative"
2339,Tb927.11.6840,322930.0,349180.0,353510.0,360150.0,381560.0,367090.0,"hypothetical protein, conserved"
2340,Tb927.11.6850,505140.0,539600.0,545190.0,572290.0,560970.0,530340.0,"Optic atrophy 3 protein (OPA3), putative"
2341,Tb927.11.6870,3602100.0,3768000.0,3958400.0,3433100.0,3500700.0,3363700.0,14-3-3 protein 2
2342,Tb927.11.6920,893710.0,927770.0,970220.0,854630.0,895860.0,850490.0,"hypothetical protein, conserved"
2343,Tb927.11.6930,12621.0,13305.0,15125.0,11343.0,11782.0,12477.0,"Sec20, putative"
2344,Tb927.11.6960,1020500.0,1076400.0,1086200.0,1046200.0,1067400.0,1023500.0,"ATG16/SAP18/CVT11/APG16, putative"
2345,Tb927.11.6970,439900.0,446970.0,482050.0,408220.0,440260.0,417570.0,NADH-cytochrome b5 reductase-like protein
2346,Tb927.11.6980,2187700.0,2288700.0,2376500.0,2011700.0,2067300.0,2003700.0,"Phosphoenolpyruvate carboxykinase, related"
2347,Tb927.11.700,80489.0,92473.0,89542.0,85744.0,89652.0,87890.0,"hypothetical protein, conserved"
2348,Tb927.11.7020,2605200.0,2694600.0,2791400.0,2550000.0,2596500.0,2488800.0,"proteasome alpha 7 subunit, putative"
2349,Tb927.11.7040,316640.0,346440.0,340020.0,326340.0,303600.0,320650.0,"pterin-4-alpha-carbinolamine dehydratase, putative"
2350,Tb927.11.7050,298610.0,308510.0,338620.0,282750.0,305450.0,280050.0,"PA domain containing protein, putative"
2351,Tb927.11.7060,2519900.0,2636400.0,2781800.0,2641200.0,2633300.0,2634800.0,acidocalcisomal pyrophosphatase
2352,Tb927.11.7070,377750.0,417760.0,412970.0,344770.0,346740.0,339210.0,"ATP-dependent DEAD/H RNA helicase, putative"
2353,Tb927.11.710,250550.0,273430.0,275150.0,272530.0,284470.0,276970.0,"SCAMP family, putative"
2354,Tb927.11.7100,866610.0,879780.0,949710.0,859920.0,919620.0,863480.0,"cytoplasmic translation machinery associated protein, putative"
2355,Tb927.11.7110,163120.0,164780.0,176340.0,156970.0,158690.0,157960.0,"myotubularin-associated protein, putative"
2356,Tb927.11.7120,146690.0,155260.0,159850.0,140470.0,150300.0,142710.0,"hypothetical protein, conserved"
2357,Tb927.11.7130,261380.0,282780.0,291290.0,264480.0,275800.0,256650.0,"hypothetical protein, conserved"
2358,Tb927.11.7140,652860.0,679750.0,704960.0,630360.0,653350.0,633770.0,"cell cycle sequence binding phosphoprotein (RBP33), putative"
2359,Tb927.11.715,2085000.0,2204800.0,2279400.0,1962700.0,2007000.0,1952800.0,"dynein light chain LC8, putative"
2360,Tb927.11.7150,692790.0,717150.0,751600.0,682660.0,687900.0,670280.0,NGG1 interacting factor 3-like
2361,Tb927.11.7160,115660.0,118460.0,131730.0,126350.0,128460.0,122540.0,"cdc2-related kinase 8, putative"
2362,Tb927.11.7170,4555200.0,4725100.0,4894200.0,4864700.0,4882900.0,4762100.0,seryl-tRNA synthetase
2363,Tb927.11.7180,452660.0,463450.0,500430.0,450230.0,470020.0,437570.0,"MORN repeat, putative"
2364,Tb927.11.7190,812530.0,862550.0,864990.0,660020.0,686910.0,666050.0,hypothetical protein
2365,Tb927.11.720,682220.0,707980.0,731760.0,697680.0,693670.0,695380.0,"hypothetical protein, conserved"
2366,Tb927.11.7200,161300.0,174170.0,179020.0,149650.0,153620.0,148680.0,"GRIP domain containing protein, putative"
2367,Tb927.11.7210,1031800.0,1096600.0,1139500.0,1022400.0,1050800.0,1031000.0,"eukaryotic translation initiation factor 2-alpha kinase 1, putative"
2368,Tb927.11.7213,285440.0,315640.0,315200.0,299130.0,300980.0,287640.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
2369,Tb927.11.7214,218990.0,240740.0,243480.0,212470.0,224310.0,218630.0,Mitoribosomal SSU assembly factor 13
2370,Tb927.11.7216,50104.0,51773.0,56419.0,50959.0,53961.0,54240.0,"origin recognition complex subunit 1 (ORC1), putative"
2371,Tb927.11.7218,351300.0,378170.0,386820.0,328340.0,341110.0,326980.0,mitochondrial edited mRNA stability factor 1 subunit
2372,Tb927.11.7220,170360.0,185030.0,189230.0,169350.0,180330.0,168220.0,"neurobeachin/beige protein, putative"
2373,Tb927.11.7240,1135700.0,1167600.0,1216800.0,1045000.0,1086000.0,1072600.0,nexin-dynein regulatory complex 2
2374,Tb927.11.7250,451870.0,472960.0,487200.0,463520.0,443100.0,437110.0,"hypothetical protein, conserved"
2375,Tb927.11.7270,990150.0,1023600.0,1077100.0,912390.0,935110.0,876690.0,"proteasome beta 3 subunit, putative"
2376,Tb927.11.7280,157520.0,169800.0,169270.0,154360.0,160240.0,159050.0,"DNA-direcetd RNA polymerase II, subunit 9, putative"
2377,Tb927.11.7290,2261900.0,2356800.0,2469100.0,2334900.0,2429400.0,2291100.0,"pantothenate kinase subunit, putative"
2378,Tb927.11.7300,138250.0,152150.0,163760.0,152190.0,155910.0,161010.0,"major facilitator superfamily, putative"
2379,Tb927.11.7310,844540.0,880060.0,901620.0,743890.0,750490.0,707870.0,"RNA binding protein, putative"
2380,Tb927.11.7320,12227.0,14577.0,17483.0,15221.0,16997.0,15648.0,"dual specificity phopshatase, putative"
2381,Tb927.11.7330,182630.0,194260.0,192860.0,165260.0,169010.0,170010.0,"hypothetical protein, conserved"
2382,Tb927.11.7340,11290.0,12266.0,12270.0,11275.0,13063.0,11053.0,"hypothetical protein, conserved"
2383,Tb927.11.7350,1199800.0,1225000.0,1289200.0,1166700.0,1214900.0,1156300.0,Histone H2B variant V
2384,Tb927.11.7360,115350.0,123070.0,120790.0,132770.0,125640.0,123460.0,"palmitoyl acyltransferase 9, putative"
2385,Tb927.11.7370,312890.0,326980.0,349930.0,315970.0,321640.0,309640.0,"haloacid dehalogenase hydrolase, putative"
2386,Tb927.11.7380,2691200.0,2828900.0,2984000.0,3215300.0,3309100.0,3182700.0,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial"
2387,Tb927.11.7390,548790.0,582640.0,579090.0,542080.0,555680.0,524010.0,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative"
2388,Tb927.11.740,5932400.0,6292600.0,6494100.0,5480400.0,5564200.0,5467100.0,eukaryotic translation initiation factor 5A
2389,Tb927.11.7420,1380400.0,1481700.0,1441300.0,1351400.0,1340900.0,1346800.0,phosphoadenosine phosphosulfate reductase-like protein
2390,Tb927.11.7430,111690.0,125110.0,129550.0,101660.0,109230.0,110000.0,"hypothetical protein, conserved"
2391,Tb927.11.7440,135490.0,73591.0,140390.0,80087.0,56645.0,61445.0,"hypothetical protein, conserved"
2392,Tb927.11.7450,411260.0,455250.0,444220.0,430150.0,437730.0,429270.0,Component of motile flagella 71
2393,Tb927.11.7470,531290.0,570220.0,585130.0,491450.0,501420.0,469160.0,"hypothetical protein, conserved"
2394,Tb927.11.7475,156270.0,151980.0,175330.0,124380.0,142400.0,116630.0,"AN1-like Zinc finger containing protein, putative"
2395,Tb927.11.7480,100370.0,109450.0,104070.0,102450.0,102500.0,100000.0,"vacuolar type h+ ATPase subunit, putative"
2396,Tb927.11.750,694690.0,733670.0,770050.0,623730.0,667870.0,637950.0,"DNA repair protein, putative"
2397,Tb927.11.7510,10393000.0,11162000.0,11261000.0,10249000.0,10124000.0,10033000.0,"luminal binding protein 1 (BiP), putative"
2398,Tb927.11.7520,343050.0,367940.0,378110.0,331420.0,348720.0,346000.0,"hypothetical protein, conserved"
2399,Tb927.11.7530,847260.0,891410.0,927890.0,895740.0,924360.0,873200.0,"long-chain-fatty-acid-CoA ligase, putative"
2400,Tb927.11.7540,588690.0,629820.0,657240.0,628140.0,667110.0,639020.0,"electron-transfer-flavoprotein, alpha polypeptide, putative"
2401,Tb927.11.7560,2496200.0,2660300.0,2703000.0,2571900.0,2551100.0,2519300.0,Component of motile flagella 15
2402,Tb927.11.7580,159370.0,191810.0,177500.0,166370.0,161790.0,165240.0,"hypothetical protein, conserved"
2403,Tb927.11.7590,513120.0,550920.0,566300.0,538730.0,558130.0,523380.0,"hypothetical protein, conserved"
2404,Tb927.11.760,5582700.0,5670400.0,6051300.0,4244200.0,4382300.0,4151500.0,"protein phosphatase 2C, putative"
2405,Tb927.11.7600,675540.0,720640.0,687110.0,528660.0,526320.0,517300.0,"hypothetical protein, conserved"
2406,Tb927.11.7650,143470.0,151810.0,150020.0,152470.0,157920.0,157500.0,hypothetical protein
2407,Tb927.11.7670,82643.0,83276.0,87130.0,76729.0,81329.0,79402.0,"Cornifin (SPRR) family, putative"
2408,Tb927.11.7680,144560.0,146410.0,155640.0,136040.0,150560.0,139660.0,"hypothetical protein, conserved"
2409,Tb927.11.7685,1594900.0,1683900.0,1739300.0,1340100.0,1403600.0,1335100.0,ribosomal protein S10p/S20
2410,Tb927.11.770,117150.0,116900.0,121670.0,98770.0,103410.0,97803.0,"hypothetical protein, conserved"
2411,Tb927.11.7702,250920.0,267670.0,265520.0,246640.0,254910.0,250910.0,U6 snRNA-associated Sm-like protein LSm5
2412,Tb927.11.7707,165460.0,171240.0,180690.0,171350.0,173030.0,163790.0,"Tctex-1 family, putative"
2413,Tb927.11.7770,270580.0,311480.0,303350.0,295670.0,297400.0,298040.0,oxidoreductase-like protein
2414,Tb927.11.7780,1145300.0,1160200.0,1278800.0,1163900.0,1242400.0,1154600.0,Mitochondrial import receptor subunit ATOM46
2415,Tb927.11.7790,371890.0,407510.0,407670.0,338660.0,351220.0,346280.0,Mitochondrial ribosomal protein S16
2416,Tb927.11.7820,106690.0,105000.0,120610.0,105780.0,112130.0,104510.0,"endonuclease/exonuclease/phosphatase, putative"
2417,Tb927.11.7840,2433600.0,2709000.0,2617500.0,2537300.0,2462300.0,2451100.0,ribonucleoside-diphosphate reductase large chain
2418,Tb927.11.7850,236450.0,234740.0,247560.0,234130.0,248250.0,230750.0,"hypothetical protein, conserved"
2419,Tb927.11.7860,317590.0,335120.0,356510.0,321590.0,336750.0,323870.0,DNA replication licensing factor MCM2
2420,Tb927.11.7890,754880.0,807230.0,813340.0,710120.0,721970.0,718060.0,zinc finger CCCH domain containing protein 44
2421,Tb927.11.790,19894.0,20285.0,24876.0,19762.0,20281.0,19957.0,"AGC/RSK family serine/threonine kinase, putative"
2422,Tb927.11.7900,1731900.0,1721000.0,1894300.0,1572900.0,1652700.0,1544500.0,mitochondrial RNA binding protein 16
2423,Tb927.11.7920,234400.0,238890.0,256490.0,233310.0,243820.0,232850.0,SUMO-interacting motif-containing protein
2424,Tb927.11.7930,244120.0,257720.0,265570.0,231460.0,237810.0,260290.0,"RNA polymerase B subunit RPB8, putative"
2425,Tb927.11.7940,257740.0,285530.0,284650.0,271180.0,268600.0,270610.0,"calmodulin, putative"
2426,Tb927.11.7950,126630.0,130800.0,141180.0,123810.0,130120.0,127580.0,"kinetoplastid-specific dual specificity phosphatase, putative"
2427,Tb927.11.7960,805640.0,837780.0,885030.0,820430.0,861300.0,820600.0,kinetoplast poly(A) polymerase 1
2428,Tb927.11.800,697080.0,695270.0,758210.0,464400.0,474230.0,447180.0,"prefoldin subunit, putative"
2429,Tb927.11.8010,263530.0,282040.0,301460.0,267520.0,277630.0,265910.0,"DNA repair protein, putative"
2430,Tb927.11.8030,541160.0,604690.0,597730.0,500040.0,495190.0,499950.0,"hypothetical protein, conserved"
2431,Tb927.11.8040,195490.0,202130.0,203130.0,187360.0,196270.0,193620.0,"LSU ribosomal protein, mitochondrial, putative"
2432,Tb927.11.8050,1775000.0,1841900.0,1919800.0,1761600.0,1857100.0,1764700.0,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative"
2433,Tb927.11.8060,995930.0,1030700.0,1068500.0,968090.0,994150.0,957010.0,"SNARE associated Golgi protein, putative"
2434,Tb927.11.8080,697010.0,735650.0,750910.0,641110.0,650370.0,649700.0,"btb/poz domain containing protein, putative"
2435,Tb927.11.8090,582610.0,598530.0,670740.0,590360.0,619690.0,578350.0,"protein phosphatase 1, putative"
2436,Tb927.11.810,653130.0,708180.0,723430.0,566090.0,589200.0,584010.0,"hypothetical protein, conserved"
2437,Tb927.11.8100,164580.0,181960.0,190140.0,139640.0,127770.0,134940.0,"Ankyrin repeats (3 copies), putative"
2438,Tb927.11.8110,186950.0,204580.0,206120.0,197350.0,202420.0,209450.0,"hypothetical protein, conserved"
2439,Tb927.11.8120,331010.0,361440.0,365870.0,360760.0,356950.0,374550.0,"protein transport protein SEC13, putative"
2440,Tb927.11.8140,165540.0,183370.0,181580.0,184920.0,190000.0,187340.0,"ER lumen retaining receptor protein, putative"
2441,Tb927.11.8150,585230.0,607920.0,639350.0,598460.0,620310.0,619010.0,"ULK family pseudokinase, putative"
2442,Tb927.11.8160,6741300.0,7246500.0,7312200.0,6421300.0,6474600.0,6416600.0,"dynein heavy chain, putative"
2443,Tb927.11.8165,86090.0,84120.0,87806.0,60105.0,65117.0,60753.0,hypothetical protein
2444,Tb927.11.8180,1001400.0,1039500.0,1075300.0,1000500.0,1040300.0,975350.0,"hypothetical protein, conserved"
2445,Tb927.11.8185,132850.0,145360.0,155530.0,135460.0,135240.0,133750.0,"Zinc finger, C3HC4 type (RING finger) containing protein, putative"
2446,Tb927.11.8190,411700.0,438090.0,458760.0,457350.0,476790.0,468220.0,DNA repair protein RAD51
2447,Tb927.11.8200,1541000.0,1643300.0,1679900.0,1394000.0,1436500.0,1370800.0,"ribosomal protein S26, putative"
2448,Tb927.11.8210,2321300.0,2385700.0,2524900.0,2208700.0,2311800.0,2185000.0,RAD50 DNA repair-like protein
2449,Tb927.11.8220,337000.0,385540.0,350040.0,374310.0,355770.0,372420.0,aurora B kinase
2450,Tb927.11.8230,587210.0,607930.0,650440.0,656320.0,677650.0,645350.0,"hypothetical protein, conserved"
2451,Tb927.11.8250,321260.0,350230.0,351910.0,298800.0,308230.0,291860.0,"hypothetical protein, conserved"
